,score,time,label,n,subject,contrast
11091,0.017711598534901996,0.55,t2_s0_h0,3163,05,voiced
11092,0.017533659449891607,0.56,t2_s0_h0,3163,05,voiced
11093,0.013341398799339705,0.57,t2_s0_h0,3163,05,voiced
11094,0.03330306215085861,0.58,t2_s0_h0,3163,05,voiced
11095,0.011785287573212077,0.59,t2_s0_h0,3163,05,voiced
11096,0.01682876785974386,0.6,t2_s0_h0,3163,05,voiced
11097,0.008452267897196195,-0.2,t2_s0_h1,3152,05,voiced
11098,-0.0005320080682540278,-0.19,t2_s0_h1,3152,05,voiced
11099,0.038158811814713534,-0.18,t2_s0_h1,3152,05,voiced
11100,0.019162372282291163,-0.17,t2_s0_h1,3152,05,voiced
11101,-0.019004294877419357,-0.16,t2_s0_h1,3152,05,voiced
11102,0.014090861513837566,-0.15,t2_s0_h1,3152,05,voiced
11103,0.004468869776247901,-0.14,t2_s0_h1,3152,05,voiced
11104,-0.017860613398805982,-0.13,t2_s0_h1,3152,05,voiced
11105,-0.001421626150130111,-0.12,t2_s0_h1,3152,05,voiced
11106,0.0015643366296331268,-0.11,t2_s0_h1,3152,05,voiced
11107,0.012798311510490362,-0.1,t2_s0_h1,3152,05,voiced
11108,0.011505847588014383,-0.09,t2_s0_h1,3152,05,voiced
11109,0.009370185152165422,-0.08,t2_s0_h1,3152,05,voiced
11110,-0.016361042673645864,-0.07,t2_s0_h1,3152,05,voiced
11111,-0.024767201153344943,-0.06,t2_s0_h1,3152,05,voiced
11112,0.001936015846796538,-0.05,t2_s0_h1,3152,05,voiced
11113,0.0253924321011371,-0.04,t2_s0_h1,3152,05,voiced
11114,0.021845800376626992,-0.03,t2_s0_h1,3152,05,voiced
11115,-0.006391470590365475,-0.02,t2_s0_h1,3152,05,voiced
11116,-0.03506024274890504,-0.01,t2_s0_h1,3152,05,voiced
11117,-0.02327421210018104,0.0,t2_s0_h1,3152,05,voiced
11118,-0.021413563480932072,0.01,t2_s0_h1,3152,05,voiced
11119,-0.0002514640111885108,0.02,t2_s0_h1,3152,05,voiced
11120,-0.009570392014609417,0.03,t2_s0_h1,3152,05,voiced
11121,-0.006370326541147569,0.04,t2_s0_h1,3152,05,voiced
11122,-0.015568813307812967,0.05,t2_s0_h1,3152,05,voiced
11123,-0.021549519023472893,0.06,t2_s0_h1,3152,05,voiced
11124,0.0050356120147113555,0.07,t2_s0_h1,3152,05,voiced
11125,0.019393926107079365,0.08,t2_s0_h1,3152,05,voiced
11126,-0.0005913298664203786,0.09,t2_s0_h1,3152,05,voiced
11127,0.004000094411466097,0.1,t2_s0_h1,3152,05,voiced
11128,0.017870329817543502,0.11,t2_s0_h1,3152,05,voiced
11129,0.03616896287284,0.12,t2_s0_h1,3152,05,voiced
11130,0.001376384350103897,0.13,t2_s0_h1,3152,05,voiced
11131,0.005993410851772089,0.14,t2_s0_h1,3152,05,voiced
11132,0.023865115614955718,0.15,t2_s0_h1,3152,05,voiced
11133,0.02502113179845244,0.16,t2_s0_h1,3152,05,voiced
11134,0.02419815858391758,0.17,t2_s0_h1,3152,05,voiced
11135,0.0054580853058387125,0.18,t2_s0_h1,3152,05,voiced
11136,0.022856221135660357,0.19,t2_s0_h1,3152,05,voiced
11137,0.034304475890602044,0.2,t2_s0_h1,3152,05,voiced
11138,0.0317230452891631,0.21,t2_s0_h1,3152,05,voiced
11139,0.04867597786200007,0.22,t2_s0_h1,3152,05,voiced
11140,0.021709380285437466,0.23,t2_s0_h1,3152,05,voiced
11141,0.005729072008230591,0.24,t2_s0_h1,3152,05,voiced
11142,-0.005184724517737223,0.25,t2_s0_h1,3152,05,voiced
11143,0.010177461434795611,0.26,t2_s0_h1,3152,05,voiced
11144,0.031492266298940766,0.27,t2_s0_h1,3152,05,voiced
11145,0.019669777658217442,0.28,t2_s0_h1,3152,05,voiced
11146,0.010409113987351637,0.29,t2_s0_h1,3152,05,voiced
11147,0.00616958981400304,0.3,t2_s0_h1,3152,05,voiced
11148,0.02503470122425128,0.31,t2_s0_h1,3152,05,voiced
11149,0.016212057875650856,0.32,t2_s0_h1,3152,05,voiced
11150,0.03335409386355853,0.33,t2_s0_h1,3152,05,voiced
11151,0.019499717180540166,0.34,t2_s0_h1,3152,05,voiced
11152,0.010729929865754113,0.35,t2_s0_h1,3152,05,voiced
11153,0.01743308887071278,0.36,t2_s0_h1,3152,05,voiced
11154,0.0011731938755678596,0.37,t2_s0_h1,3152,05,voiced
11155,0.003352549717439038,0.38,t2_s0_h1,3152,05,voiced
11156,-0.008233369809717641,0.39,t2_s0_h1,3152,05,voiced
11157,0.0025639409670711673,0.4,t2_s0_h1,3152,05,voiced
11158,-0.0029536936739483596,0.41,t2_s0_h1,3152,05,voiced
11159,0.02221521000569124,0.42,t2_s0_h1,3152,05,voiced
